scheduler,arrival_rate_txs,workload,trial_id,window_ms_setting,l_target_ms,offered,admitted,dropped,verified,verified_recorded,drop_fraction,served_rate_proofs_s,served_fraction,mean_throughput_proofs_s,std_throughput,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,std_latency_ms,coeff_variation,mean_cpu_pct,peak_cpu_pct,mean_memory_gb,mean_buffer_occupancy_pct,max_buffer_occupancy_pct,mean_batch_size,final_tx_queue,final_buffer,idc,sim_seconds
adaptive_batch,2500.0,poisson,2,500.0,150.0,30000,30000,11922,18078,15918,0.3974,294.92369392554025,0.1179694775702161,296.22641509433964,334.3784498892876,18640.37163660809,17430.127273010068,42709.85170653852,43117.38441187037,15254.778526017388,0.8183730895181462,36.02168330439815,84.47265625,8.539537037037038,53.9537037037037,100.0,1.4273983418870904,0,8,1.044887029288703,53.97328301475444
adaptive,3000.0,poisson,2,100.0,150.0,30000,30000,0,30000,28165,0.0,2857.506592480308,0.952502197493436,3009.3333333333335,84.84102781084161,367.326343414285,322.6264749488994,793.2189637665443,829.4873562724056,193.85791965472535,0.5277539254408574,69.4979580965909,80.46875,8.002961616161617,0.2961616161616162,0.9299999999999999,60.72874493927125,0,0,1.0029480737018426,9.856495195537889
fixed,3000.0,poisson,2,100.0,150.0,30000,30000,0,30000,28105,0.0,2851.00720487577,0.95033573495859,3000.0,100.0,387.5384527393327,342.2827874942529,813.7178256144291,852.4933127617527,194.9630386937474,0.5030805003107242,67.69871567234848,78.2958984375,8.004462626262626,0.44626262626262625,0.97,99.00990099009901,0,0,1.0029480737018426,9.857919668506993
adaptive_batch,3000.0,poisson,2,500.0,150.0,30000,30000,11587,18413,16523,0.3862333333333333,316.6608749575255,0.10555362498584184,316.90384615384613,423.2170564233702,17114.73834803681,14834.660095446794,42651.03491269007,43079.24449125544,15241.110356097905,0.8905254667738566,36.45052270414272,94.5068359375,8.531066091954024,53.1066091954023,100.0,1.5059295002862518,0,14,1.0029480737018426,52.17884906752775
adaptive,250.0,poisson,3,100.0,150.0,30000,30000,0,30000,27094,0.0,248.07325389411423,0.9922930155764569,248.5045871559633,17.03842273021588,347.6742508570908,300.8719830960764,778.0011525447798,813.3184069762219,194.85241420164584,0.5604453413541363,10.548996990793686,16.552734375,8.000222506861848,0.02225068618481244,0.12,5.816207832493214,0,0,1.0684734439834025,109.21773941645722
fixed,250.0,poisson,3,100.0,150.0,30000,30000,0,30000,27106,0.0,248.10710848975768,0.9924284339590307,248.63302752293578,19.90052137343192,394.70221970436256,350.76388763331323,812.3013523485305,877.1726876135529,196.66514669968072,0.4982620742467211,7.532642919430467,10.5224609375,8.000707410795973,0.07074107959743825,0.33999999999999997,25.29510961214165,0,0,1.0684734439834025,109.25120269627013
adaptive_batch,250.0,poisson,3,500.0,150.0,30000,30000,0,30000,27190,0.0,237.02754060350625,0.948110162414025,236.96491228070175,6.82645792987428,3547.7882141226687,3762.8657998185845,6025.225072849036,6383.030793395569,1662.2528402561338,0.4685321501546258,30.16555201301176,32.763671875,8.07608919860627,7.608919860627177,14.27,1.021346134204882,0,0,1.0684734439834025,114.71240823226847
adaptive,500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27144,0.0,493.1581396131807,0.9863162792263614,493.5272727272727,40.161643090859414,348.89756325457284,301.93163475033555,780.1420972280262,813.7591774819508,194.75185214921783,0.558192067415264,16.228926809210524,22.1923828125,8.000473684210526,0.04736842105263158,0.19,10.905125408942203,0,0,0.9532588593576966,55.04116797360576
fixed,500.0,poisson,3,100.0,150.0,30000,30000,0,30000,27151,0.0,493.490541845552,0.986981083691104,493.6545454545454,44.12407513743497,402.04128153411375,357.385023743646,822.4970182781348,885.6403609972042,197.03536436581263,0.49008739504053617,13.614362380898367,17.4072265625,8.00054773139746,0.05477313974591651,0.5599999999999999,49.42339373970346,0,0,0.9532588593576966,55.01827836144722
adaptive_batch,500.0,poisson,3,500.0,150.0,30000,30000,4866,25134,22990,0.1622,236.8447481815012,0.4736894963630024,236.88659793814432,6.8888138321300065,26178.969311092682,27177.968725952884,42785.84311346104,43073.750256022366,13399.019263727974,0.511823788954536,31.138917272785786,39.2822265625,8.611359217301752,61.13592173017508,100.0,1.0542785234899328,0,5,0.9532588593576966,97.06780571035537
